,user,beer,rating
163,Declan,Grupo Modelo: Corona,3.0
264,Declan,Coors Brewing Company: Coors Light,3.0
365,Declan,Sawdust City Brewing Co.: Little Norway,6.0
62,Declan,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
1988,Dell,Bellwoods Brewery: Jelly King,9.0
776,Dell,Alexander Keiths: Red Amber Ale,5.0
170,Dell,Grupo Modelo: Corona,2.0
1584,Dell,Brasserie D'Achouffe: La Chouffe,7.0
1180,Dell,Sierra Nevada Brewing Co.: Pale Ale,8.0
69,Dell,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
978,Dell,Guiness: Guinness,9.0
1685,Dell,Side Launch Brewing Company: Side Launch Wheat,8.0
1382,Dell,Sawdust City Brewing Co.: Juicin,7.0
574,Dell,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
1887,Dell,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
1281,Dell,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,5.0
1483,Dell,Redline Brewhouse: Clutch,9.0
473,Dell,Heineken: Heineken Lager,2.0
372,Dell,Sawdust City Brewing Co.: Little Norway,2.0
1786,Dell,Blue Moon Brewing Company: Blue Moon,8.0
675,Dell,Mill Street Brewery: 100th Meridian,9.0
271,Dell,Coors Brewing Company: Coors Light,3.0
1297,Dereck,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
1802,Dereck,Blue Moon Brewing Company: Blue Moon,6.0
2004,Dereck,Bellwoods Brewery: Jelly King,9.0
1600,Dereck,Brasserie D'Achouffe: La Chouffe,6.0
1701,Dereck,Side Launch Brewing Company: Side Launch Wheat,6.0
186,Dereck,Grupo Modelo: Corona,5.0
590,Dereck,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
691,Dereck,Mill Street Brewery: 100th Meridian,6.0
287,Dereck,Coors Brewing Company: Coors Light,1.0
489,Dereck,Heineken: Heineken Lager,6.0
994,Dereck,Guiness: Guinness,7.0
85,Dereck,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
792,Dereck,Alexander Keiths: Red Amber Ale,3.0
1744,Don Shepherd,Blue Moon Brewing Company: Blue Moon,4.0
1643,Don Shepherd,Side Launch Brewing Company: Side Launch Wheat,7.0
1946,Don Shepherd,Bellwoods Brewery: Jelly King,9.0
1845,Don Shepherd,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
1340,Don Shepherd,Sawdust City Brewing Co.: Juicin,7.0
633,Don Shepherd,Mill Street Brewery: 100th Meridian,3.0
1441,Don Shepherd,Redline Brewhouse: Clutch,7.0
431,Don Shepherd,Heineken: Heineken Lager,2.0
532,Don Shepherd,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
936,Don Shepherd,Guiness: Guinness,4.0
1138,Don Shepherd,Sierra Nevada Brewing Co.: Pale Ale,6.0
1037,Don Shepherd,Brasserie Dieu De Ciel!: Peche Mortel,9.0
1239,Don Shepherd,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
734,Don Shepherd,Alexander Keiths: Red Amber Ale,3.0
835,Don Shepherd,Clifford Brewing Co.: Clifford Porter,6.0
330,Don Shepherd,Sawdust City Brewing Co.: Little Norway,6.0
1542,Don Shepherd,Brasserie D'Achouffe: La Chouffe,7.0
229,Don Shepherd,Coors Brewing Company: Coors Light,1.0
27,Don Shepherd,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
128,Don Shepherd,Grupo Modelo: Corona,5.0
121,Duncan,Grupo Modelo: Corona,4.0
20,Duncan,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
929,Duncan,Guiness: Guinness,6.0
525,Duncan,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
323,Duncan,Sawdust City Brewing Co.: Little Norway,7.0
424,Duncan,Heineken: Heineken Lager,1.0
727,Duncan,Alexander Keiths: Red Amber Ale,4.0
626,Duncan,Mill Street Brewery: 100th Meridian,5.0
222,Duncan,Coors Brewing Company: Coors Light,3.0
1232,Duncan,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1131,Duncan,Sierra Nevada Brewing Co.: Pale Ale,6.0
1939,Duncan,Bellwoods Brewery: Jelly King,9.0
1838,Duncan,"Brouwerij Rodenbach: Rodenbach Grand Cru,",7.0
1333,Duncan,Sawdust City Brewing Co.: Juicin,7.0
1737,Duncan,Blue Moon Brewing Company: Blue Moon,5.0
1636,Duncan,Side Launch Brewing Company: Side Launch Wheat,6.0
1735,Dunya,Blue Moon Brewing Company: Blue Moon,10.0
1533,Dunya,Brasserie D'Achouffe: La Chouffe,10.0
220,Dunya,Coors Brewing Company: Coors Light,5.0
422,Dunya,Heineken: Heineken Lager,8.0
321,Dunya,Sawdust City Brewing Co.: Little Norway,10.0
1331,Dunya,Sawdust City Brewing Co.: Juicin,3.0
927,Dunya,Guiness: Guinness,7.0
1028,Dunya,Brasserie Dieu De Ciel!: Peche Mortel,9.0
119,Dunya,Grupo Modelo: Corona,7.0
18,Dunya,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
1230,Dunya,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,1.0
1634,Dunya,Side Launch Brewing Company: Side Launch Wheat,10.0
3,EMILIA,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
4144,EMILIA,Amsterdam Brewing Company: (416) Local Lager,5.0
3134,EMILIA,McAuslan Brewing: St. Ambroise Oatmeal Stout,5.0
104,EMILIA,Grupo Modelo: Corona,7.0
205,EMILIA,Coors Brewing Company: Coors Light,2.0
27273,EMILIA,Mill Street Brewery: IPA (India Pale Ale),5.0
710,EMILIA,Alexander Keiths: Red Amber Ale,3.0
3639,EMILIA,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
30909,EMILIA,Sleeman Breweries Ltd.: Clear,2.0
912,EMILIA,Guiness: Guinness,1.0
13335,EMILIA,Brickworks Ciderhouse: Batch: 1904,10.0
18183,EMILIA,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,5.0
18890,EMILIA,Flying Monkeys Craft Brewery: Hoptical Illusion,5.0
407,EMILIA,Heineken: Heineken Lager,5.0
2831,EMILIA,Brouwerij Artois: Stella Artois,7.0
2629,EMILIA,Mill Street Brewery: Original Organic,5.0
1303,Eleanor,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,4.0
1404,Eleanor,Sawdust City Brewing Co.: Juicin,7.0
1101,Eleanor,Brasserie Dieu De Ciel!: Peche Mortel,8.0
1000,Eleanor,Guiness: Guinness,7.0
1808,Eleanor,Blue Moon Brewing Company: Blue Moon,5.0
1909,Eleanor,"Brouwerij Rodenbach: Rodenbach Grand Cru,",6.0
1707,Eleanor,Side Launch Brewing Company: Side Launch Wheat,7.0
1505,Eleanor,Redline Brewhouse: Clutch,8.0
1606,Eleanor,Brasserie D'Achouffe: La Chouffe,8.0
293,Eleanor,Coors Brewing Company: Coors Light,3.0
394,Eleanor,Sawdust City Brewing Co.: Little Norway,6.0
91,Eleanor,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
192,Eleanor,Grupo Modelo: Corona,3.0
495,Eleanor,Heineken: Heineken Lager,2.0
798,Eleanor,Alexander Keiths: Red Amber Ale,4.0
697,Eleanor,Mill Street Brewery: 100th Meridian,5.0
2010,Eleanor,Bellwoods Brewery: Jelly King,9.0
749,Emily MacLellan,Alexander Keiths: Red Amber Ale,1.0
42,Emily MacLellan,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
648,Emily MacLellan,Mill Street Brewery: 100th Meridian,4.0
547,Emily MacLellan,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
244,Emily MacLellan,Coors Brewing Company: Coors Light,1.0
345,Emily MacLellan,Sawdust City Brewing Co.: Little Norway,6.0
143,Emily MacLellan,Grupo Modelo: Corona,2.0
446,Emily MacLellan,Heineken: Heineken Lager,2.0
1961,Emily MacLellan,Bellwoods Brewery: Jelly King,9.0
1557,Emily MacLellan,Brasserie D'Achouffe: La Chouffe,8.0
1456,Emily MacLellan,Redline Brewhouse: Clutch,5.0
1355,Emily MacLellan,Sawdust City Brewing Co.: Juicin,9.0
1860,Emily MacLellan,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
1658,Emily MacLellan,Side Launch Brewing Company: Side Launch Wheat,5.0
1759,Emily MacLellan,Blue Moon Brewing Company: Blue Moon,2.0
951,Emily MacLellan,Guiness: Guinness,6.0
1254,Emily MacLellan,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1153,Emily MacLellan,Sierra Nevada Brewing Co.: Pale Ale,10.0
1052,Emily MacLellan,Brasserie Dieu De Ciel!: Peche Mortel,9.0
537,Garry Chan,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
941,Garry Chan,Guiness: Guinness,2.0
739,Garry Chan,Alexander Keiths: Red Amber Ale,4.0
638,Garry Chan,Mill Street Brewery: 100th Meridian,6.0
234,Garry Chan,Coors Brewing Company: Coors Light,2.0
133,Garry Chan,Grupo Modelo: Corona,2.0
436,Garry Chan,Heineken: Heineken Lager,5.0
1749,Garry Chan,Blue Moon Brewing Company: Blue Moon,5.0
1481,Grace ,Redline Brewhouse: Clutch,6.0
1380,Grace ,Sawdust City Brewing Co.: Juicin,10.0
976,Grace ,Guiness: Guinness,1.0
1784,Grace ,Blue Moon Brewing Company: Blue Moon,4.0
370,Grace ,Sawdust City Brewing Co.: Little Norway,7.0
471,Grace ,Heineken: Heineken Lager,3.0
67,Grace ,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
168,Grace ,Grupo Modelo: Corona,7.0
1986,Grace ,Bellwoods Brewery: Jelly King,8.0
774,Grace ,Alexander Keiths: Red Amber Ale,3.0
1582,Grace ,Brasserie D'Achouffe: La Chouffe,7.0
572,Grace ,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
6474,IMOGEN,Bellwoods Brewery: Lost River Baltic Porter,7.0
1929,IMOGEN,Bellwoods Brewery: Jelly King,9.0
1525,IMOGEN,Brasserie D'Achouffe: La Chouffe,9.0
9100,IMOGEN,Bellwoods Brewery: Donkey Venom,10.0
6272,IMOGEN,Beaus All Natural Brewing Company: Bog Water,4.0
9201,IMOGEN,Bench Brewing Company: Ball's Falls Session IPA,6.0
1424,IMOGEN,Redline Brewhouse: Clutch,9.0
1727,IMOGEN,Blue Moon Brewing Company: Blue Moon,5.0
6373,IMOGEN,Bellwoods Brewery: Cat Lady IPA,6.0
5666,IMOGEN,Beaus All Natural Brewing Company: Full Time IPA,6.0
9807,IMOGEN,Black Oak Brewing Company: Double Chocolate Cherry Stout,6.0
6171,IMOGEN,Beaus All Natural Brewing Company: Blood Simple,8.0
2232,IMOGEN,Sawdust City Brewing Co.: Lone Pine,9.0
2434,IMOGEN,Sawdust City Brewing Co.: Gateway Kolsch,7.0
1828,IMOGEN,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
2131,IMOGEN,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,8.0
2333,IMOGEN,Sawdust City Brewing Co.: Golden Beach,10.0
2030,IMOGEN,Sawdust City Brewing Co.: Skinny Dippin' Stout,9.0
1626,IMOGEN,Side Launch Brewing Company: Side Launch Wheat,6.0
15362,IMOGEN,Cameron's Brewing: Cosmic Cream Ale,6.0
5767,IMOGEN,Beaus All Natural Brewing Company: Dark Helmüt,7.0
3242,IMOGEN,Rainhard Brewing Co.: Armed N' Citra,7.0
7282,IMOGEN,Bellwoods Brewery: Catherine Wheel,7.0
4454,IMOGEN,Amsterdam Brewing Company: Downtown Brown,6.0
414,IMOGEN,Heineken: Heineken Lager,2.0
7484,IMOGEN,Bellwoods Brewery: Milkshark - Guava,7.0
4353,IMOGEN,Amsterdam Brewing Company: Fracture Imperial IPA,6.0
3343,IMOGEN,Rainhard Brewing Co.: Kapow! IPA,7.0
7383,IMOGEN,Bellwoods Brewery: Monogamy - Citra,9.0
4656,IMOGEN,Amsterdam Brewing Company: Boneshaker,5.0
3040,IMOGEN,The Collingwood Brewery: Rockwell,8.0
11322,IMOGEN,Brasserie Dieu du Ciel!: Isseki Nicho,7.0
11221,IMOGEN,Brasserie Dieu du Ciel!: Corne du diable,7.0
4555,IMOGEN,Amsterdam Brewing Company: Cruiser All Day Pale Ale,8.0
3141,IMOGEN,McAuslan Brewing: St. Ambroise Oatmeal Stout,7.0
7181,IMOGEN,Bellwoods Brewery: Skeleton Key - Coconut,6.0
717,IMOGEN,Alexander Keiths: Red Amber Ale,1.0
8090,IMOGEN,Bellwoods Brewery: Milkshark - Pineapple,7.0
4252,IMOGEN,Amsterdam Brewing Company: All Natural Blonde,6.0
7787,IMOGEN,Bellwoods Brewery: Jelly King - Pink Guava,10.0
7989,IMOGEN,Bellwoods Brewery: Roman Candle,9.0
3646,IMOGEN,Ace Hill Brewing Company: Ace Hill Pilsner,1.0
111,IMOGEN,Grupo Modelo: Corona,3.0
10,IMOGEN,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
4151,IMOGEN,Amsterdam Brewing Company: (416) Local Lager,5.0
313,IMOGEN,Sawdust City Brewing Co.: Little Norway,8.0
7585,IMOGEN,Bellwoods Brewery: White Picket Fence,7.0
3444,IMOGEN,High Road Brewing: Cloud Piercer,9.0
13342,IMOGEN,Brickworks Ciderhouse: Batch: 1904,6.0
7080,IMOGEN,Bellwoods Brewery: Monogamy - Mosaic,8.0
212,IMOGEN,Coors Brewing Company: Coors Light,1.0
7686,IMOGEN,Bellwoods Brewery: Ghost Orchid,10.0
2838,IMOGEN,Brouwerij Artois: Stella Artois,2.0
2737,IMOGEN,Woodhouse Brewing Co.: Woodhouse Lager,6.0
4858,IMOGEN,Amsterdam Brewing Company: Framboise,5.0
15665,IMOGEN,Cameron's Brewing: RPA (Rye Pale Ale),5.0
6777,IMOGEN,Bellwoods Brewery: Skeleton Key - Coffee,10.0
15463,IMOGEN,Cameron's Brewing: Auburn Ale,7.0
5161,IMOGEN,Barnstormer Brewing & Distilling Co.: Fight Delay,4.0
2636,IMOGEN,Mill Street Brewery: Original Organic,4.0
1020,IMOGEN,Brasserie Dieu De Ciel!: Peche Mortel,9.0
4959,IMOGEN,Amsterdam Brewing Company: Big Wheel Deluxe Amber,6.0
6575,IMOGEN,Bellwoods Brewery: Bring Out Your Dead,8.0
12938,IMOGEN,Brewery Ommegang: Hennepin,8.0
8595,IMOGEN,Bellwoods Brewery: Jutsu,8.0
8494,IMOGEN,Bellwoods Brewery: Cat Lady - Double Dry-Hopped,7.0
4757,IMOGEN,Amsterdam Brewing Company: Autumn Hop,6.0
1121,IMOGEN,Sierra Nevada Brewing Co.: Pale Ale,6.0
5060,IMOGEN,Amsterdam Brewing Company: 3 Speed,6.0
1323,IMOGEN,Sawdust City Brewing Co.: Juicin,9.0
2535,IMOGEN,Sawdust City Brewing Co.: Princess Wears Girl Pants,9.0
6979,IMOGEN,Bellwoods Brewery: Farmageddon,10.0
9706,IMOGEN,Black Oak Brewing: Black Oak Ten Bitter Years,6.0
6676,IMOGEN,Bellwoods Brewery: Monogamy - Galaxy,7.0
15564,IMOGEN,Cameron's Brewing: Dark & Sticky,7.0
919,IMOGEN,Guiness: Guinness,6.0
2939,IMOGEN,Brewery Ommegang: Ommegang Pale Sour,9.0
309,JAMIE,Sawdust City Brewing Co.: Little Norway,7.0
1420,JAMIE,Redline Brewhouse: Clutch,7.0
107,JAMIE,Grupo Modelo: Corona,5.0
7884,JAMIE,Bellwoods Brewery: Double Jutsu,4.0
6,JAMIE,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
9197,JAMIE,Bench Brewing Company: Ball's Falls Session IPA,5.0
208,JAMIE,Coors Brewing Company: Coors Light,3.0
7783,JAMIE,Bellwoods Brewery: Jelly King - Pink Guava,8.0
1622,JAMIE,Side Launch Brewing Company: Side Launch Wheat,9.0
1521,JAMIE,Brasserie D'Achouffe: La Chouffe,5.0
915,JAMIE,Guiness: Guinness,7.0
26367,JAMIE,MacKinnon Brothers Brewing: 8 Man,5.0
8086,JAMIE,Bellwoods Brewery: Milkshark - Pineapple,5.0
1723,JAMIE,Blue Moon Brewing Company: Blue Moon,5.0
410,JAMIE,Heineken: Heineken Lager,6.0
22125,JAMIE,High Road Brewing: Bronan,5.0
6874,JAMIE,Bellwoods Brewery: Boogie Monster,7.0
22024,JAMIE,High Park Brewery: Across the Pond,6.0
2127,JAMIE,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
18994,JAMIE,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,10.0
2733,JAMIE,Woodhouse Brewing Co.: Woodhouse Lager,5.0
2935,JAMIE,Brewery Ommegang: Ommegang Pale Sour,8.0
28993,JAMIE,Nickel Brook Brewing: Old Kentucky Bastard,9.0
3036,JAMIE,The Collingwood Brewery: Rockwell,5.0
2834,JAMIE,Brouwerij Artois: Stella Artois,6.0
18792,JAMIE,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,8.0
3137,JAMIE,McAuslan Brewing: St. Ambroise Oatmeal Stout,9.0
30609,JAMIE,Redline Brewhouse: Double Clutch,6.0
31316,JAMIE,The Collingwood Brewery: Downhill Pale Ale,6.0
2632,JAMIE,Mill Street Brewery: Original Organic,6.0
2531,JAMIE,Sawdust City Brewing Co.: Princess Wears Girl Pants,5.0
1925,JAMIE,Bellwoods Brewery: Jelly King,8.0
26469,JESSE,McAuslan Brewing: Griffon Extra Blonde,2.0
2532,JESSE,Sawdust City Brewing Co.: Princess Wears Girl Pants,7.0
2936,JESSE,Brewery Ommegang: Ommegang Pale Sour,8.0
31317,JESSE,The Collingwood Brewery: Downhill Pale Ale,7.0
8592,JESSE,Bellwoods Brewery: Jutsu,7.0
916,JESSE,Guiness: Guinness,2.0
6976,JESSE,Bellwoods Brewery: Farmageddon,7.0
31115,JESSE,Sleeman Breweries Ltd.: Dark,5.0
31014,JESSE,Sleeman Breweries Ltd.: Honey Brown Lager,4.0
2734,JESSE,Woodhouse Brewing Co.: Woodhouse Lager,6.0
28489,JESSE,Molson Breweries of Canada: Canadian Light,1.0
26671,JESSE,McAuslan Brewing: Griffon Ale Rousse,2.0
26570,JESSE,McAuslan Brewing: Griffon Brown Ale,2.0
2835,JESSE,Brouwerij Artois: Stella Artois,8.0
25156,JESSE,Le Trou Du Diable: EPIK,7.0
1017,JESSE,Brasserie Dieu De Ciel!: Peche Mortel,6.0
31216,JESSE,Spearhead Brewing Company: Belgian Style Stout,5.0
19500,JESSE,Glutenberg: Glutenberg India Pale Ale,1.0
10915,JESSE,Brasserie Dieu du Ciel!: Blanche du Paradis,3.0
23641,JESSE,Labatt Ontario Breweries: Brown Ale,2.0
23742,JESSE,Labatt Ontario Breweries: Canadian Ale,2.0
19601,JESSE,Glutenberg: Glutenberg Blonde,1.0
11016,JESSE,Brasserie Dieu du Ciel!: Blanche Neige,3.0
25863,JESSE,Les 3 Brasseurs: Blond,6.0
22126,JESSE,High Road Brewing: Bronan,8.0
18995,JESSE,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,10.0
310,JESSE,Sawdust City Brewing Co.: Little Norway,6.0
209,JESSE,Coors Brewing Company: Coors Light,1.0
7885,JESSE,Bellwoods Brewery: Double Jutsu,7.0
7,JESSE,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
108,JESSE,Grupo Modelo: Corona,7.0
10107,JESSE,Brasserie Dieu du Ciel!: Equinoxe du Printemps,6.0
7784,JESSE,Bellwoods Brewery: Jelly King - Pink Guava,6.0
19399,JESSE,Glutenberg: Glutenberg Red,1.0
714,JESSE,Alexander Keiths: Red Amber Ale,5.0
26267,JESSE,Les Trois Mousquetaires: Gose,6.0
3138,JESSE,McAuslan Brewing: St. Ambroise Oatmeal Stout,4.0
11218,JESSE,Brasserie Dieu du Ciel!: Corne du diable,8.0
33236,JESSE,Unibroue: À Tout Le Monde,9.0
26166,JESSE,Les Trois Mousquetaires: Dixième,7.0
10006,JESSE,Brasserie Dieu du Ciel!: 6e Soir,4.0
15763,JESSE,Cidre McKeown: Cidre Au Sumac,4.0
26368,JESSE,MacKinnon Brothers Brewing: 8 Man,4.0
3037,JESSE,The Collingwood Brewery: Rockwell,6.0
19702,JESSE,Glutenberg: Glutenberg American Pale Ale,1.0
22025,JESSE,High Park Brewery: Across the Pond,7.0
10208,JESSE,Brasserie Dieu du Ciel!: Grande Noirceur,8.0
25964,JESSE,Les 3 Brasseurs: Brown,6.0
411,JESSE,Heineken: Heineken Lager,6.0
16773,JESSE,Collective Arts Brewing: Imperial Porter Bourbon Barrel-Aged 2018 Release,8.0
30913,JESSE,Sleeman Breweries Ltd.: Clear,2.0
31620,JESSE,Unibroue: Ephemere Strawberry & Rhubarb,4.0
8289,JESSE,Bellwoods Brewery: Witchshark,7.0
1623,JESSE,Side Launch Brewing Company: Side Launch Wheat,1.0
32428,JESSE,Unibroue: Éphémère Apple,6.0
17783,JESSE,Collective Arts Brewing: Collective Project: Guava Gose,4.0
32125,JESSE,Unibroue: Éphémère Cassis,4.0
32024,JESSE,Unibroue: Éphémère Cherry,4.0
27277,JESSE,Mill Street Brewery: IPA (India Pale Ale),4.0
18187,JESSE,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,3.0
1421,JESSE,Redline Brewhouse: Clutch,8.0
32327,JESSE,Unibroue: Éphémère Blackcurrant,4.0
32226,JESSE,Unibroue: Éphémère Blueberry,4.0
2128,JESSE,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
1522,JESSE,Brasserie D'Achouffe: La Chouffe,8.0
31923,JESSE,Unibroue: Ephémère Cranberry,4.0
22732,JESSE,Indie Ale House Brewing: Cock Puncher,7.0
31822,JESSE,Unibroue: Éphémère Elderberry,4.0
2027,JESSE,Sawdust City Brewing Co.: Skinny Dippin' Stout,5.0
27782,JESSE,Mill Street Brewery: Belgian Wit,3.0
17379,JESSE,Collective Arts Brewing: Ransack the Universe - Hemisphere IPA,6.0
10410,JESSE,Brasserie Dieu du Ciel!: Dernière Volonté Réserve Spéciale En Fût De Pinot Noir,8.0
795,James Serafini ,Alexander Keiths: Red Amber Ale,4.0
896,James Serafini ,Clifford Brewing Co.: Clifford Porter,2.0
290,James Serafini ,Coors Brewing Company: Coors Light,6.0
1805,James Serafini ,Blue Moon Brewing Company: Blue Moon,6.0
492,James Serafini ,Heineken: Heineken Lager,6.0
593,James Serafini ,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
391,James Serafini ,Sawdust City Brewing Co.: Little Norway,7.0
694,James Serafini ,Mill Street Brewery: 100th Meridian,7.0
1098,James Serafini ,Brasserie Dieu De Ciel!: Peche Mortel,2.0
1300,James Serafini ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
88,James Serafini ,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
1401,James Serafini ,Sawdust City Brewing Co.: Juicin,8.0
189,James Serafini ,Grupo Modelo: Corona,6.0
997,James Serafini ,Guiness: Guinness,2.0
469,Jasmin,Heineken: Heineken Lager,7.0
267,Jasmin,Coors Brewing Company: Coors Light,6.0
166,Jasmin,Grupo Modelo: Corona,6.0
1580,Jasmin,Brasserie D'Achouffe: La Chouffe,5.0
974,Jasmin,Guiness: Guinness,6.0
100,Jenny,Beau's All Natural Brewing Company: Beau's Lugtread,3.0
605,Jenny,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
302,Jenny,Coors Brewing Company: Coors Light,1.0
504,Jenny,Heineken: Heineken Lager,5.0
908,Jenny,Clifford Brewing Co.: Clifford Porter,5.0
1817,Jenny,Blue Moon Brewing Company: Blue Moon,5.0
1312,Jenny,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
1009,Jenny,Guiness: Guinness,7.0
1110,Jenny,Brasserie Dieu De Ciel!: Peche Mortel,9.0
2019,Jenny,Bellwoods Brewery: Jelly King,9.0
1716,Jenny,Side Launch Brewing Company: Side Launch Wheat,8.0
1615,Jenny,Brasserie D'Achouffe: La Chouffe,9.0
1211,Jenny,Sierra Nevada Brewing Co.: Pale Ale,7.0
1514,Jenny,Redline Brewhouse: Clutch,7.0
403,Jenny,Sawdust City Brewing Co.: Little Norway,5.0
807,Jenny,Alexander Keiths: Red Amber Ale,2.0
706,Jenny,Mill Street Brewery: 100th Meridian,5.0
1413,Jenny,Sawdust City Brewing Co.: Juicin,8.0
765,Jesse Rosenberg,Alexander Keiths: Red Amber Ale,7.0
260,Jesse Rosenberg,Coors Brewing Company: Coors Light,1.0
1674,Jesse Rosenberg,Side Launch Brewing Company: Side Launch Wheat,1.0
462,Jesse Rosenberg,Heineken: Heineken Lager,7.0
361,Jesse Rosenberg,Sawdust City Brewing Co.: Little Norway,7.0
1775,Jesse Rosenberg,Blue Moon Brewing Company: Blue Moon,6.0
1977,Jesse Rosenberg,Bellwoods Brewery: Jelly King,9.0
967,Jesse Rosenberg,Guiness: Guinness,5.0
58,Jesse Rosenberg,Beau's All Natural Brewing Company: Beau's Lugtread,9.0
1573,Jesse Rosenberg,Brasserie D'Achouffe: La Chouffe,9.0
1472,Jesse Rosenberg,Redline Brewhouse: Clutch,9.0
563,Jesse Rosenberg,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
159,Jesse Rosenberg,Grupo Modelo: Corona,9.0
745,John white,Alexander Keiths: Red Amber Ale,6.0
1957,John white,Bellwoods Brewery: Jelly King,5.0
1351,John white,Sawdust City Brewing Co.: Juicin,7.0
38,John white,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
442,John white,Heineken: Heineken Lager,7.0
1250,John white,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
139,John white,Grupo Modelo: Corona,7.0
240,John white,Coors Brewing Company: Coors Light,5.0
644,John white,Mill Street Brewery: 100th Meridian,7.0
947,John white,Guiness: Guinness,5.0
543,John white,Creemore Spring Brewery: Creemore Springs Premium Lager,8.0
1755,John white,Blue Moon Brewing Company: Blue Moon,6.0
25561,KAITLYN,Left Field Brewery: Left Field Laser Show,9.0
15259,KAITLYN,Broue Pub Brouhaha: Choco-Framboise Brett,7.0
12936,KAITLYN,Brewery Ommegang: Hennepin,9.0
7785,KAITLYN,Bellwoods Brewery: Jelly King - Pink Guava,10.0
22026,KAITLYN,High Park Brewery: Across the Pond,8.0
31823,KAITLYN,Unibroue: Éphémère Elderberry,8.0
33338,KAITLYN,Unibroue: A Tout Le Monde - Megadeth,7.0
1220,KAITLYN,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
32328,KAITLYN,Unibroue: Éphémère Blackcurrant,8.0
29399,KAITLYN,Nickel Brook Brewing: Über - Raspberry,10.0
32227,KAITLYN,Unibroue: Éphémère Blueberry,8.0
10310,KAITLYN,Brasserie Dieu du Ciel!: Disco Soleil,8.0
23339,KAITLYN,Kensington Brewing Company: Fruit Stand Watermelon Wheat,7.0
1422,KAITLYN,Redline Brewhouse: Clutch,8.0
32429,KAITLYN,Unibroue: Éphémère Apple,9.0
10108,KAITLYN,Brasserie Dieu du Ciel!: Equinoxe du Printemps,9.0
32631,KAITLYN,Unibroue: Éphémère Pear,8.0
18794,KAITLYN,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,9.0
1523,KAITLYN,Brasserie D'Achouffe: La Chouffe,7.0
4856,KAITLYN,Amsterdam Brewing Company: Framboise,6.0
17885,KAITLYN,Collective Arts Brewing: Collective Project: Dry Hop Sour,9.0
32025,KAITLYN,Unibroue: Éphémère Cherry,8.0
31924,KAITLYN,Unibroue: Ephémère Cranberry,7.0
33237,KAITLYN,Unibroue: À Tout Le Monde,6.0
22127,KAITLYN,High Road Brewing: Bronan,8.0
1927,KAITLYN,Bellwoods Brewery: Jelly King,10.0
